edge-id,source,source-id,category,category-overarching,target-id,target
e0788,"Francis Quarles, Divine poems containing the history of Ionah, Ester, Iob, Sampson  (1642)",b0348,dedicated to,dedication,p0146,King Charles I
e1158,"Francis Quarles, Divine poems containing the history of Ionah, Ester, Iob, Sampson  (1642)",b0348,has a frontispiece engraved by,illustration,p0297,Thomas Cecil
e1509,"Francis Quarles, Divine poems containing the history of Ionah, Ester, Iob, Sampson  (1642)",b0348,printed for,the labor of printing,p0512,John Marriott
e0417,"Francis Quarles, Divine poems containing the history of Ionah, Ester, Iob, Sampson  (1642)",b0348,with a letter to the reader by,preliminary content / preliminaries,p0029,Francis Quarles
e0426,"Francis Quarles, Divine poems containing the history of Ionah, Ester, Iob, Sampson  (1642)",b0348,written by,authorship,p0029,Francis Quarles
e1184,"Francis Quarles, Enchiridion  (1654)",b0221,dedicated to,dedication,p0311,King Charles II
e0419,"Francis Quarles, Enchiridion  (1654)",b0221,written by,authorship,p0029,Francis Quarles
e1185,"Francis Quarles, Enchiridion (1658)",b0225,dedicated to,dedication,p0311,King Charles II
e0423,"Francis Quarles, Enchiridion (1658)",b0225,written by,authorship,p0029,Francis Quarles
e0645,"Francisco de Quintana, The history of Don Fenise a new romance (1651)",b0229,written by,authorship,p0102,Francisco de Quintana
e1291,"Fulgenzio Micanzio, The life of the most learned Father Paul, of the Order of the Servie (1651)",b0193,has a frontispiece engraved by,illustration,p0372,Pierre Lombart
e0956,"Fulgenzio Micanzio, The life of the most learned Father Paul, of the Order of the Servie (1651)",b0193,printed for,the labor of printing,p0197,Richard Marriot
e1138,"Fulgenzio Micanzio, The life of the most learned Father Paul, of the Order of the Servie (1651)",b0193,translated by,authorship,p0285,John Saint Armad
e1139,"Fulgenzio Micanzio, The life of the most learned Father Paul, of the Order of the Servie (1651)",b0193,with a letter to the reader by,preliminary content / preliminaries,p0285,John Saint Armad
e1213,"Fulgenzio Micanzio, The life of the most learned Father Paul, of the Order of the Servie (1651)",b0193,written by,authorship,p0327,Fulgenzio Micanzio
e1404,"Gabriel Plattes, A discovery of subterraneal treasure (1653)",b0214,dedicated to,dedication,p0429,William Englebert
e1241,"Gabriel Plattes, A discovery of subterraneal treasure (1653)",b0214,printed for,the labor of printing,p0341,Jaspar Emory
e0431,"Gabriel Plattes, A discovery of subterraneal treasure (1653)",b0214,with a letter to the reader by,preliminary content / preliminaries,p0031,Gabriel Plattes
e0432,"Gabriel Plattes, A discovery of subterraneal treasure (1653)",b0214,written by,authorship,p0031,Gabriel Plattes
e1091,"Gauthier  de Costes de La Calprenède, Cassandra the fam'd romance (1652)",b0156,translated by,authorship,p0268,Charles Cotterell
e0582,"Gauthier  de Costes de La Calprenède, Cassandra the fam'd romance (1652)",b0156,written by,authorship,p0070,Gauthier de Costes
e1182,"Gauthier  de Costes de La Calprenède, Cassandra the fam'd romance (1661)",b0164,dedicated to,dedication,p0311,King Charles II
e1093,"Gauthier  de Costes de La Calprenède, Cassandra the fam'd romance (1661)",b0164,translated by,authorship,p0268,Charles Cotterell
e1095,"Gauthier  de Costes de La Calprenède, Cassandra the fam'd romance (1661)",b0164,with a letter to the reader by,preliminary content / preliminaries,p0268,Charles Cotterell
e0590,"Gauthier  de Costes de La Calprenède, Cassandra the fam'd romance (1661)",b0164,written by,authorship,p0070,Gauthier de Costes
e1135,"Gauthier  de Costes de La Calprenède, Cleopatra a new romance (1652)",b0157,printed for,the labor of printing,p0283,John Holden
e0583,"Gauthier  de Costes de La Calprenède, Cleopatra a new romance (1652)",b0157,written by,authorship,p0070,Gauthier de Costes
e1487,"Gauthier  de Costes de La Calprenède, Hymen's praeludia (1659)",b0162,dedicated to,dedication,p0497,Ann Lumley
e1611,"Gauthier  de Costes de La Calprenède, Hymen's praeludia (1659)",b0163,dedicated to,dedication,p0578,Jane Phillips
e1518,"Gauthier  de Costes de La Calprenède, Hymen's praeludia (1659)",b0161,dedicated to,dedication,p0519,Katherine Philips
e1504,"Gauthier  de Costes de La Calprenède, Hymen's praeludia (1659)",b0161,printed for,the labor of printing,p0509,John Crook
e1612,"Gauthier  de Costes de La Calprenède, Hymen's praeludia (1659)",b0163,translated by,authorship,p0579,James Webb
e1245,"Gauthier  de Costes de La Calprenède, Hymen's praeludia (1659)",b0161,translated by,authorship,p0344,John Davies
e1246,"Gauthier  de Costes de La Calprenède, Hymen's praeludia (1659)",b0162,translated by,authorship,p0344,John Davies
e0587,"Gauthier  de Costes de La Calprenède, Hymen's praeludia (1659)",b0161,written by,authorship,p0070,Gauthier de Costes
e0588,"Gauthier  de Costes de La Calprenède, Hymen's praeludia (1659)",b0162,written by,authorship,p0070,Gauthier de Costes
e0589,"Gauthier  de Costes de La Calprenède, Hymen's praeludia (1659)",b0163,written by,authorship,p0070,Gauthier de Costes
e1180,"Gauthier de Costes de La Calprenède, Hymen's praeludia (1658)",b0159,contains commendatory verses by,preliminary content / preliminaries,p0310,Anthony Prissoe
e1189,"Gauthier de Costes de La Calprenède, Hymen's praeludia (1658)",b0159,contains commendatory verses by,preliminary content / preliminaries,p0312,Charles Spilwater
e1386,"Gauthier de Costes de La Calprenède, Hymen's praeludia (1658)",b0159,contains commendatory verses by,preliminary content / preliminaries,p0419,John Crosbie
e1732,"Gauthier de Costes de La Calprenède, Hymen's praeludia (1658)",b0159,contains commendatory verses by,preliminary content / preliminaries,p8066,unidentified writer (29)
e1176,"Gauthier de Costes de La Calprenède, Hymen's praeludia (1658)",b0159,dedicated to,dedication,p0308,Alicia Lea
e1383,"Gauthier de Costes de La Calprenède, Hymen's praeludia (1658)",b0159,translated by,authorship,p0418,John Coles
e0585,"Gauthier de Costes de La Calprenède, Hymen's praeludia (1658)",b0159,written by,authorship,p0070,Gauthier de Costes
e1181,"Gauthier de Costes de La Calprenède, Hymen's preludia (1658)",b0160,contains commendatory verses by,preliminary content / preliminaries,p0310,Anthony Prissoe
e1190,"Gauthier de Costes de La Calprenède, Hymen's preludia (1658)",b0160,contains commendatory verses by,preliminary content / preliminaries,p0312,Charles Spilwater
e1387,"Gauthier de Costes de La Calprenède, Hymen's preludia (1658)",b0160,contains commendatory verses by,preliminary content / preliminaries,p0419,John Crosbie
e1733,"Gauthier de Costes de La Calprenède, Hymen's preludia (1658)",b0160,contains commendatory verses by,preliminary content / preliminaries,p8067,unidentified writer (30)
e1177,"Gauthier de Costes de La Calprenède, Hymen's preludia (1658)",b0160,dedicated to,dedication,p0308,Alicia Lea
e1503,"Gauthier de Costes de La Calprenède, Hymen's preludia (1658)",b0160,printed for,the labor of printing,p0509,John Crook
e1384,"Gauthier de Costes de La Calprenède, Hymen's preludia (1658)",b0160,translated by,authorship,p0418,John Coles
e1385,"Gauthier de Costes de La Calprenède, Hymen's preludia (1658)",b0160,with a letter to the reader by,preliminary content / preliminaries,p0418,John Coles
e0586,"Gauthier de Costes de La Calprenède, Hymen's preludia (1658)",b0160,written by,authorship,p0070,Gauthier de Costes
e0439,"George Chapman, Revenge for honour a tragedy (1659)",b0073,written by,authorship,p0036,George Chapman
e0438,"George Chapman, The tragedy of Alphonsus, Emperour of Germany (1654)",b0072,written by,authorship,p0036,George Chapman
e1347,"George Chapman, The tragedy of Alphonsus, Emperour of Germany (1654)",b0072,written by,authorship,p0403,George Peele
e0382,"George Digby, Letters between the Ld George Digby, and Sr Kenelm Digby  (1651)",b0049,written by,authorship,p0013,George Digby
e0943,"George Digby, Letters between the Ld George Digby, and Sr Kenelm Digby  (1651)",b0049,written by,authorship,p0185,Kenelm Digby
e0757,"George Thor., Cheiragogia heliana (1659)",b0296,written by,authorship,p0136,George. Thor.
e1773,"Gervase Markham, Markhams maister-peece (1631)",b0317,contains verses on the frontispiece engraving by,preliminary content / preliminaries,p8107,unidentified writer (70)
e1520,"Gervase Markham, Markhams maister-peece (1631)",b0317,dedicated to,dedication,p0521,Robert Dormer
e1583,"Gervase Markham, Markhams maister-peece (1631)",b0317,has a frontispiece engraved by,illustration,p0549,Renold Elstrak
e1580,"Gervase Markham, Markhams maister-peece (1631)",b0317,printed by,the labor of printing,p0547,Nicholas Okes
e0901,"Gervase Markham, Markhams maister-peece (1631)",b0317,sold by,the labor of printing,p0172,Nicholas Fussell
e0440,"Gervase Markham, Markhams maister-peece (1631)",b0317,with a letter to the reader by,preliminary content / preliminaries,p0037,Gervase Markham
e0444,"Gervase Markham, Markhams maister-peece (1631)",b0317,written by,authorship,p0037,Gervase Markham
e1280,"Gervase Markham, The perfect horse-man (1660)",b0190,published by,authorship,p0362,Lancelot Thetford
e0443,"Gervase Markham, The perfect horse-man (1660)",b0190,written by,authorship,p0037,Gervase Markham
e1682,"Gervase Markham, The perfect horseman (1655)",b0188,has a frontispiece engraved by,illustration,p8011,unidentified engraver (5)
e1278,"Gervase Markham, The perfect horseman (1655)",b0188,published by,authorship,p0362,Lancelot Thetford
e0441,"Gervase Markham, The perfect horseman (1655)",b0188,written by,authorship,p0037,Gervase Markham
e1683,"Gervase Markham, The perfect horseman (1656)",b0189,has a frontispiece engraved by,illustration,p8012,unidentified engraver (6)
e1279,"Gervase Markham, The perfect horseman (1656)",b0189,published by,authorship,p0362,Lancelot Thetford
e0442,"Gervase Markham, The perfect horseman (1656)",b0189,written by,authorship,p0037,Gervase Markham
e1226,"Giovanni Battista Manzini, Manzinie his most exquisite academicall discourses (1655)",b0187,translated by,authorship,p0333,Georges de Scudery
e0614,"Giovanni Battista Manzini, Manzinie his most exquisite academicall discourses (1655)",b0187,written by,authorship,p0081,Giovanni Battista Manzini
e1318,"Giovanni Francesco Biondi, Coralbo a new romance in three bookes (1655)",b0036,dedicated to,dedication,p0390,William Wentworth
e0381,"Giovanni Francesco Biondi, Coralbo a new romance in three bookes (1655)",b0036,translated by,authorship,p0013,George Digby
e1229,"Giovanni Francesco Biondi, Coralbo a new romance in three bookes (1655)",b0036,written by,authorship,p0334,Giovanni Francesco Biondi
e1607,"Giovanni Francesco Biondi, Donzella desterrada (1635)",b0323,contains commendatory verses by,preliminary content / preliminaries,p0572,Francesco Belbi
e0479,"Giovanni Francesco Biondi, Donzella desterrada (1635)",b0323,contains commendatory verses by,preliminary content / preliminaries,p0050,James Howell
e1595,"Giovanni Francesco Biondi, Donzella desterrada (1635)",b0323,contains commendatory verses by,preliminary content / preliminaries,p0560,Thomas Revell
e1760,"Giovanni Francesco Biondi, Donzella desterrada (1635)",b0323,contains commendatory verses by,preliminary content / preliminaries,p8094,unidentified writer (57)
e1761,"Giovanni Francesco Biondi, Donzella desterrada (1635)",b0323,contains commendatory verses by,preliminary content / preliminaries,p8095,unidentified writer (58)
e1762,"Giovanni Francesco Biondi, Donzella desterrada (1635)",b0323,contains commendatory verses by,preliminary content / preliminaries,p8096,unidentified writer (59)
e1047,"Giovanni Francesco Biondi, Donzella desterrada (1635)",b0323,dedicated to,dedication,p0235,Katherine Villiers
e1614,"Giovanni Francesco Biondi, Donzella desterrada (1635)",b0323,dedicated to,dedication,p0581,Thomas of Savoy
e1545,"Giovanni Francesco Biondi, Donzella desterrada (1635)",b0323,printed by,the labor of printing,p0527,Thomas Cotes
e1596,"Giovanni Francesco Biondi, Donzella desterrada (1635)",b0323,translated by,authorship,p0561,James Hayward
e1793,"Giovanni Francesco Biondi, Donzella desterrada (1635)",b0323,with a letter to the reader by,preliminary content / preliminaries,p8125,unidentified writer (88)
e1230,"Giovanni Francesco Biondi, Donzella desterrada (1635)",b0323,written by,authorship,p0334,Giovanni Francesco Biondi
e1420,"Giovanni Francesco Loredano, Dianea an excellent new romance (1654)",b0179,dedicated to,dedication,p0441,Dominico de Molino
e1286,"Giovanni Francesco Loredano, Dianea an excellent new romance (1654)",b0179,dedicated to,dedication,p0368,Mary Cokaine
e0976,"Giovanni Francesco Loredano, Dianea an excellent new romance (1654)",b0179,translated by,authorship,p0202,Aston Cockayne
e0606,"Giovanni Francesco Loredano, Dianea an excellent new romance (1654)",b0179,written by,authorship,p0078,Giovanni Francesco Loredano
e1466,"Giovanni Francesco Loredano, The life of Adam (1659)",b0180,dedicated to,dedication,p0479,Pietro Michelle
e1823,"Giovanni Francesco Loredano, The life of Adam (1659)",b0180,dedicated to,dedication,p8001,unidentified dedicatee (1)
e1672,"Giovanni Francesco Loredano, The life of Adam (1659)",b0180,translated by,authorship,p8034,unidentified translator (5)
e1782,"Giovanni Francesco Loredano, The life of Adam (1659)",b0180,with a letter to the reader by,preliminary content / preliminaries,p8117,unidentified writer (80)
e0607,"Giovanni Francesco Loredano, The life of Adam (1659)",b0180,written by,authorship,p0078,Giovanni Francesco Loredano
e1745,"Girolamo Preti, Aurora, & the prince (1647)",b0217,contains commendatory verses by,preliminary content / preliminaries,p8079,unidentified writer (42)
e1746,"Girolamo Preti, Aurora, & the prince (1647)",b0217,contains commendatory verses by,preliminary content / preliminaries,p8080,unidentified writer (43)
e1747,"Girolamo Preti, Aurora, & the prince (1647)",b0217,contains commendatory verses by,preliminary content / preliminaries,p8081,unidentified writer (44)
e1748,"Girolamo Preti, Aurora, & the prince (1647)",b0217,contains commendatory verses by,preliminary content / preliminaries,p8082,unidentified writer (45)
